doc_id,date,source,type
63,2023-01-20,schoolsweek,ed_journalism
64,2023-01-20,schoolsweek,ed_journalism
65,2023-01-20,schoolsweek,ed_journalism
66,2023-01-20,schoolsweek,ed_journalism
67,2023-01-20,schoolsweek,ed_journalism
68,2023-01-20,schoolsweek,ed_journalism
69,2023-01-20,gov,gov_inst
70,2023-01-21,schoolsweek,ed_journalism
71,2023-01-21,schoolsweek,ed_journalism
72,2023-01-23,schoolsweek,ed_journalism
73,2023-01-23,schoolsweek,ed_journalism
74,2023-01-24,schoolsweek,ed_journalism
75,2023-01-24,schoolsweek,ed_journalism
76,2023-01-24,fft,ed_res_org
77,2023-01-24,gov,gov_inst
78,2023-01-25,fft,ed_res_org
79,2023-01-25,schoolsweek,ed_journalism
80,2023-01-25,schoolsweek,ed_journalism
81,2023-01-25,nuffield,think_tank
82,2023-01-25,schoolsweek,ed_journalism
83,2023-01-26,schoolsweek,ed_journalism
84,2023-01-26,schoolsweek,ed_journalism
85,2023-01-26,schoolsweek,ed_journalism
86,2023-01-26,gov,gov_inst
87,2023-01-26,schoolsweek,ed_journalism
88,2023-01-26,schoolsweek,ed_journalism
89,2023-01-26,schoolsweek,ed_journalism
90,2023-01-27,schoolsweek,ed_journalism
91,2023-01-27,gov,gov_inst
92,2023-01-27,schoolsweek,ed_journalism
93,2023-01-27,fft,ed_res_org
94,2023-01-27,schoolsweek,ed_journalism
95,2023-01-27,schoolsweek,ed_journalism
96,2023-01-27,schoolsweek,ed_journalism
97,2023-01-27,fft,ed_res_org
98,2023-01-28,schoolsweek,ed_journalism
99,2023-01-29,schoolsweek,ed_journalism
100,2023-01-30,schoolsweek,ed_journalism
101,2023-01-30,gov,gov_inst
102,2023-01-30,schoolsweek,ed_journalism
103,2023-01-30,schoolsweek,ed_journalism
104,2023-01-31,schoolsweek,ed_journalism
105,2023-01-31,fft,ed_res_org
106,2023-02-01,schoolsweek,ed_journalism
107,2023-02-01,schoolsweek,ed_journalism
108,2023-02-01,schoolsweek,ed_journalism
109,2023-02-01,schoolsweek,ed_journalism
110,2023-02-01,schoolsweek,ed_journalism
111,2023-02-01,schoolsweek,ed_journalism
112,2023-02-01,gov,gov_inst
113,2023-02-02,fft,ed_res_org
114,2023-02-02,fft,ed_res_org
115,2023-02-02,fft,ed_res_org
116,2023-02-02,fft,ed_res_org
117,2023-02-02,schoolsweek,ed_journalism
118,2023-02-02,gov,gov_inst
119,2023-02-02,gov,gov_inst
120,2023-02-02,schoolsweek,ed_journalism
121,2023-02-02,schoolsweek,ed_journalism
122,2023-02-02,schoolsweek,ed_journalism
123,2023-02-02,schoolsweek,ed_journalism
124,2023-02-02,fft,ed_res_org
125,2023-02-02,schoolsweek,ed_journalism
126,2023-02-03,gov,gov_inst
127,2023-02-03,schoolsweek,ed_journalism
128,2023-02-03,schoolsweek,ed_journalism
129,2023-02-03,schoolsweek,ed_journalism
130,2023-02-03,schoolsweek,ed_journalism
131,2023-02-03,gov,gov_inst
132,2023-02-03,gov,gov_inst
133,2023-02-04,schoolsweek,ed_journalism
134,2023-02-05,schoolsweek,ed_journalism
135,2023-02-06,schoolsweek,ed_journalism
136,2023-02-06,gov,gov_inst
137,2023-02-06,fft,ed_res_org
138,2023-02-06,fed,prof_body
139,2023-02-07,schoolsweek,ed_journalism
140,2023-02-08,schoolsweek,ed_journalism
141,2023-02-08,gov,gov_inst
142,2023-02-08,schoolsweek,ed_journalism
143,2023-02-08,fft,ed_res_org
144,2023-02-08,schoolsweek,ed_journalism
145,2023-02-09,gov,gov_inst
146,2023-02-09,schoolsweek,ed_journalism
147,2023-02-09,schoolsweek,ed_journalism
148,2023-02-09,schoolsweek,ed_journalism
149,2023-02-09,fft,ed_res_org
150,2023-02-10,schoolsweek,ed_journalism
151,2023-02-10,schoolsweek,ed_journalism
152,2023-02-10,schoolsweek,ed_journalism
153,2023-02-10,schoolsweek,ed_journalism
154,2023-02-10,fed,prof_body
155,2023-02-10,schoolsweek,ed_journalism
156,2023-02-10,gov,gov_inst
157,2023-02-11,schoolsweek,ed_journalism
158,2023-02-13,schoolsweek,ed_journalism
159,2023-02-13,schoolsweek,ed_journalism
160,2023-02-14,gov,gov_inst
161,2023-02-14,gov,gov_inst
162,2023-02-14,schoolsweek,ed_journalism
163,2023-02-15,nuffield,think_tank
164,2023-02-15,schoolsweek,ed_journalism
165,2023-02-15,schoolsweek,ed_journalism
166,2023-02-15,gov,gov_inst
167,2023-02-15,schoolsweek,ed_journalism
168,2023-02-16,schoolsweek,ed_journalism
169,2023-02-16,schoolsweek,ed_journalism
170,2023-02-16,schoolsweek,ed_journalism
171,2023-02-17,schoolsweek,ed_journalism
172,2023-02-20,schoolsweek,ed_journalism
173,2023-02-21,gov,gov_inst
174,2023-02-21,schoolsweek,ed_journalism
175,2023-02-21,schoolsweek,ed_journalism
176,2023-02-21,schoolsweek,ed_journalism
177,2023-02-22,fft,ed_res_org
178,2023-02-22,schoolsweek,ed_journalism
179,2023-02-22,gov,gov_inst
180,2023-02-22,schoolsweek,ed_journalism
181,2023-02-22,schoolsweek,ed_journalism
182,2023-02-22,epi,think_tank
183,2023-02-22,gov,gov_inst
184,2023-02-22,gov,gov_inst
185,2023-02-23,schoolsweek,ed_journalism
186,2023-02-23,schoolsweek,ed_journalism
187,2023-02-23,schoolsweek,ed_journalism
188,2023-02-23,schoolsweek,ed_journalism
189,2023-02-23,schoolsweek,ed_journalism
190,2023-02-23,schoolsweek,ed_journalism
191,2023-02-24,schoolsweek,ed_journalism
192,2023-02-24,schoolsweek,ed_journalism
193,2023-02-24,schoolsweek,ed_journalism
194,2023-02-24,schoolsweek,ed_journalism
195,2023-02-24,schoolsweek,ed_journalism
196,2023-02-25,schoolsweek,ed_journalism
197,2023-02-27,schoolsweek,ed_journalism
198,2023-02-27,schoolsweek,ed_journalism
199,2023-02-27,schoolsweek,ed_journalism
200,2023-02-27,schoolsweek,ed_journalism
201,2023-02-27,schoolsweek,ed_journalism
202,2023-02-28,schoolsweek,ed_journalism
203,2023-02-28,gov,gov_inst
204,2023-02-28,fft,ed_res_org
205,2023-02-28,schoolsweek,ed_journalism
206,2023-03-01,gov,gov_inst
207,2023-03-01,fft,ed_res_org
208,2023-03-01,schoolsweek,ed_journalism
209,2023-03-01,schoolsweek,ed_journalism
210,2023-03-01,schoolsweek,ed_journalism
211,2023-03-02,gov,gov_inst
212,2023-03-02,schoolsweek,ed_journalism
213,2023-03-02,schoolsweek,ed_journalism
214,2023-03-02,schoolsweek,ed_journalism
215,2023-03-02,schoolsweek,ed_journalism
216,2023-03-03,gov,gov_inst
217,2023-03-03,schoolsweek,ed_journalism
218,2023-03-03,schoolsweek,ed_journalism
219,2023-03-03,schoolsweek,ed_journalism
220,2023-03-03,schoolsweek,ed_journalism
221,2023-03-03,schoolsweek,ed_journalism
222,2023-03-03,schoolsweek,ed_journalism
223,2023-03-03,schoolsweek,ed_journalism
224,2023-03-04,schoolsweek,ed_journalism
225,2023-03-06,schoolsweek,ed_journalism
226,2023-03-06,schoolsweek,ed_journalism
227,2023-03-06,schoolsweek,ed_journalism
228,2023-03-06,schoolsweek,ed_journalism
229,2023-03-07,schoolsweek,ed_journalism
230,2023-03-07,schoolsweek,ed_journalism
231,2023-03-07,gov,gov_inst
232,2023-03-07,fft,ed_res_org
233,2023-03-08,gov,gov_inst
234,2023-03-08,schoolsweek,ed_journalism
235,2023-03-08,schoolsweek,ed_journalism
236,2023-03-08,schoolsweek,ed_journalism
237,2023-03-08,schoolsweek,ed_journalism
238,2023-03-08,schoolsweek,ed_journalism
239,2023-03-08,schoolsweek,ed_journalism
240,2023-03-08,schoolsweek,ed_journalism
241,2023-03-08,fft,ed_res_org
242,2023-03-08,gov,gov_inst
243,2023-03-09,schoolsweek,ed_journalism
244,2023-03-09,schoolsweek,ed_journalism
245,2023-03-09,schoolsweek,ed_journalism
246,2023-03-09,schoolsweek,ed_journalism
247,2023-03-09,epi,think_tank
248,2023-03-09,schoolsweek,ed_journalism
249,2023-03-10,schoolsweek,ed_journalism
250,2023-03-10,schoolsweek,ed_journalism
251,2023-03-10,schoolsweek,ed_journalism
252,2023-03-10,schoolsweek,ed_journalism
253,2023-03-10,schoolsweek,ed_journalism
254,2023-03-10,schoolsweek,ed_journalism
255,2023-03-11,schoolsweek,ed_journalism
256,2023-03-11,schoolsweek,ed_journalism
257,2023-03-11,schoolsweek,ed_journalism
258,2023-03-13,schoolsweek,ed_journalism
259,2023-03-13,schoolsweek,ed_journalism
260,2023-03-13,schoolsweek,ed_journalism
261,2023-03-14,schoolsweek,ed_journalism
262,2023-03-14,fft,ed_res_org
263,2023-03-14,schoolsweek,ed_journalism
264,2023-03-14,gov,gov_inst
265,2023-03-14,schoolsweek,ed_journalism
266,2023-03-15,schoolsweek,ed_journalism
267,2023-03-15,schoolsweek,ed_journalism
268,2023-03-16,gov,gov_inst
269,2023-03-16,schoolsweek,ed_journalism
270,2023-03-16,schoolsweek,ed_journalism
271,2023-03-17,schoolsweek,ed_journalism
272,2023-03-17,gov,gov_inst
273,2023-03-17,schoolsweek,ed_journalism
274,2023-03-17,gov,gov_inst
275,2023-03-17,schoolsweek,ed_journalism
276,2023-03-17,schoolsweek,ed_journalism
277,2023-03-17,schoolsweek,ed_journalism
278,2023-03-18,schoolsweek,ed_journalism
279,2023-03-20,schoolsweek,ed_journalism
280,2023-03-20,schoolsweek,ed_journalism
281,2023-03-20,schoolsweek,ed_journalism
282,2023-03-20,schoolsweek,ed_journalism
283,2023-03-21,schoolsweek,ed_journalism
284,2023-03-21,schoolsweek,ed_journalism
285,2023-03-21,schoolsweek,ed_journalism
286,2023-03-21,schoolsweek,ed_journalism
287,2023-03-22,schoolsweek,ed_journalism
288,2023-03-22,schoolsweek,ed_journalism
289,2023-03-22,schoolsweek,ed_journalism
290,2023-03-22,nuffield,think_tank
291,2023-03-22,gov,gov_inst
292,2023-03-23,schoolsweek,ed_journalism
293,2023-03-23,gov,gov_inst
294,2023-03-23,schoolsweek,ed_journalism
295,2023-03-23,schoolsweek,ed_journalism
296,2023-03-23,gov,gov_inst
297,2023-03-24,schoolsweek,ed_journalism
298,2023-03-24,schoolsweek,ed_journalism
299,2023-03-24,schoolsweek,ed_journalism
300,2023-03-24,schoolsweek,ed_journalism
301,2023-03-24,gov,gov_inst
302,2023-03-25,schoolsweek,ed_journalism
303,2023-03-27,schoolsweek,ed_journalism
304,2023-03-27,schoolsweek,ed_journalism
305,2023-03-27,schoolsweek,ed_journalism
306,2023-03-27,gov,gov_inst
307,2023-03-27,schoolsweek,ed_journalism
308,2023-03-28,schoolsweek,ed_journalism
309,2023-03-28,gov,gov_inst
310,2023-03-28,gov,gov_inst
311,2023-03-28,gov,gov_inst
312,2023-03-28,schoolsweek,ed_journalism
313,2023-03-28,nuffield,think_tank
314,2023-03-28,schoolsweek,ed_journalism
315,2023-03-28,schoolsweek,ed_journalism
316,2023-03-29,gov,gov_inst
317,2023-03-29,gov,gov_inst
318,2023-03-29,gov,gov_inst
319,2023-03-29,gov,gov_inst
320,2023-03-29,schoolsweek,ed_journalism
321,2023-03-29,schoolsweek,ed_journalism
322,2023-03-29,schoolsweek,ed_journalism
323,2023-03-30,schoolsweek,ed_journalism
324,2023-03-30,gov,gov_inst
325,2023-03-30,fed,prof_body
326,2023-03-30,gov,gov_inst
327,2023-03-31,schoolsweek,ed_journalism
328,2023-03-31,gov,gov_inst
329,2023-03-31,gov,gov_inst
330,2023-03-31,gov,gov_inst
331,2023-03-31,schoolsweek,ed_journalism
332,2023-03-31,schoolsweek,ed_journalism
333,2023-03-31,gov,gov_inst
334,2023-03-31,schoolsweek,ed_journalism
335,2023-03-31,schoolsweek,ed_journalism
336,2023-03-31,schoolsweek,ed_journalism
337,2023-03-31,schoolsweek,ed_journalism
338,2023-03-31,schoolsweek,ed_journalism
339,2023-03-31,schoolsweek,ed_journalism
340,2023-04-01,fft,ed_res_org
341,2023-04-01,schoolsweek,ed_journalism
342,2023-04-03,schoolsweek,ed_journalism
343,2023-04-03,schoolsweek,ed_journalism
344,2023-04-03,schoolsweek,ed_journalism
345,2023-04-04,schoolsweek,ed_journalism
346,2023-04-04,schoolsweek,ed_journalism
347,2023-04-04,schoolsweek,ed_journalism
348,2023-04-04,schoolsweek,ed_journalism
349,2023-04-05,nuffield,think_tank
350,2023-04-05,schoolsweek,ed_journalism
351,2023-04-05,schoolsweek,ed_journalism
352,2023-04-05,schoolsweek,ed_journalism
353,2023-04-05,gov,gov_inst
354,2023-04-06,gov,gov_inst
355,2023-04-06,schoolsweek,ed_journalism
356,2023-04-06,schoolsweek,ed_journalism
357,2023-04-06,schoolsweek,ed_journalism
358,2023-04-08,schoolsweek,ed_journalism
359,2023-04-09,schoolsweek,ed_journalism
360,2023-04-10,schoolsweek,ed_journalism
361,2023-04-10,schoolsweek,ed_journalism
362,2023-04-10,nuffield,think_tank
363,2023-04-12,schoolsweek,ed_journalism
364,2023-04-12,gov,gov_inst
365,2023-04-12,gov,gov_inst
366,2023-04-13,schoolsweek,ed_journalism
367,2023-04-14,schoolsweek,ed_journalism
368,2023-04-15,schoolsweek,ed_journalism
369,2023-04-17,schoolsweek,ed_journalism
370,2023-04-17,schoolsweek,ed_journalism
371,2023-04-17,schoolsweek,ed_journalism
372,2023-04-17,schoolsweek,ed_journalism
373,2023-04-17,schoolsweek,ed_journalism
374,2023-04-17,schoolsweek,ed_journalism
375,2023-04-17,schoolsweek,ed_journalism
376,2023-04-18,schoolsweek,ed_journalism
377,2023-04-19,schoolsweek,ed_journalism
378,2023-04-19,schoolsweek,ed_journalism
379,2023-04-19,schoolsweek,ed_journalism
380,2023-04-19,gov,gov_inst
381,2023-04-20,schoolsweek,ed_journalism
382,2023-04-20,schoolsweek,ed_journalism
383,2023-04-20,schoolsweek,ed_journalism
384,2023-04-20,fft,ed_res_org
385,2023-04-21,schoolsweek,ed_journalism
386,2023-04-21,gov,gov_inst
387,2023-04-21,schoolsweek,ed_journalism
388,2023-04-21,schoolsweek,ed_journalism
389,2023-04-21,schoolsweek,ed_journalism
390,2023-04-21,schoolsweek,ed_journalism
391,2023-04-21,schoolsweek,ed_journalism
392,2023-04-21,schoolsweek,ed_journalism
393,2023-04-22,schoolsweek,ed_journalism
394,2023-04-23,schoolsweek,ed_journalism
395,2023-04-23,schoolsweek,ed_journalism
396,2023-04-24,schoolsweek,ed_journalism
397,2023-04-24,schoolsweek,ed_journalism
398,2023-04-24,schoolsweek,ed_journalism
399,2023-04-24,schoolsweek,ed_journalism
400,2023-04-25,schoolsweek,ed_journalism
401,2023-04-25,schoolsweek,ed_journalism
402,2023-04-25,gov,gov_inst
403,2023-04-25,schoolsweek,ed_journalism
404,2023-04-25,epi,think_tank
405,2023-04-26,schoolsweek,ed_journalism
406,2023-04-26,schoolsweek,ed_journalism
407,2023-04-26,schoolsweek,ed_journalism
408,2023-04-26,schoolsweek,ed_journalism
409,2023-04-26,gov,gov_inst
410,2023-04-26,gov,gov_inst
411,2023-04-27,gov,gov_inst
412,2023-04-27,schoolsweek,ed_journalism
413,2023-04-27,schoolsweek,ed_journalism
414,2023-04-28,nuffield,think_tank
415,2023-04-28,epi,think_tank
416,2023-04-28,fft,ed_res_org
417,2023-04-28,schoolsweek,ed_journalism
418,2023-04-28,schoolsweek,ed_journalism
419,2023-04-28,schoolsweek,ed_journalism
420,2023-04-28,schoolsweek,ed_journalism
421,2023-04-28,schoolsweek,ed_journalism
422,2023-04-28,schoolsweek,ed_journalism
423,2023-04-28,schoolsweek,ed_journalism
424,2023-04-29,schoolsweek,ed_journalism
425,2023-04-29,schoolsweek,ed_journalism
426,2023-04-29,schoolsweek,ed_journalism
427,2023-04-30,schoolsweek,ed_journalism
428,2023-05-01,schoolsweek,ed_journalism
429,2023-05-01,schoolsweek,ed_journalism
430,2023-05-01,gov,gov_inst
431,2023-05-02,fed,prof_body
432,2023-05-03,epi,think_tank
433,2023-05-03,gov,gov_inst
434,2023-05-03,gov,gov_inst
435,2023-05-03,schoolsweek,ed_journalism
436,2023-05-04,fed,prof_body
437,2023-05-04,schoolsweek,ed_journalism
438,2023-05-04,schoolsweek,ed_journalism
439,2023-05-04,schoolsweek,ed_journalism
440,2023-05-04,schoolsweek,ed_journalism
441,2023-05-04,gov,gov_inst
442,2023-05-05,schoolsweek,ed_journalism
443,2023-05-05,schoolsweek,ed_journalism
444,2023-05-05,schoolsweek,ed_journalism
445,2023-05-05,fft,ed_res_org
446,2023-05-05,schoolsweek,ed_journalism
447,2023-05-06,schoolsweek,ed_journalism
448,2023-05-07,schoolsweek,ed_journalism
449,2023-05-08,gov,gov_inst
450,2023-05-08,gov,gov_inst
451,2023-05-08,gov,gov_inst
452,2023-05-09,epi,think_tank
453,2023-05-09,fft,ed_res_org
454,2023-05-09,schoolsweek,ed_journalism
455,2023-05-10,schoolsweek,ed_journalism
456,2023-05-10,schoolsweek,ed_journalism
457,2023-05-10,schoolsweek,ed_journalism
458,2023-05-10,gov,gov_inst
459,2023-05-10,gov,gov_inst
460,2023-05-10,gov,gov_inst
461,2023-05-10,fed,prof_body
462,2023-05-10,schoolsweek,ed_journalism
463,2023-05-10,nuffield,think_tank
464,2023-05-11,schoolsweek,ed_journalism
465,2023-05-11,epi,think_tank
466,2023-05-11,schoolsweek,ed_journalism
467,2023-05-12,schoolsweek,ed_journalism
468,2023-05-12,schoolsweek,ed_journalism
469,2023-05-12,schoolsweek,ed_journalism
470,2023-05-12,schoolsweek,ed_journalism
471,2023-05-12,schoolsweek,ed_journalism
472,2023-05-13,schoolsweek,ed_journalism
473,2023-05-13,schoolsweek,ed_journalism
474,2023-05-14,schoolsweek,ed_journalism
475,2023-05-15,schoolsweek,ed_journalism
476,2023-05-15,gov,gov_inst
477,2023-05-15,schoolsweek,ed_journalism
478,2023-05-15,schoolsweek,ed_journalism
479,2023-05-15,schoolsweek,ed_journalism
480,2023-05-15,schoolsweek,ed_journalism
481,2023-05-16,schoolsweek,ed_journalism
482,2023-05-16,schoolsweek,ed_journalism
483,2023-05-16,schoolsweek,ed_journalism
484,2023-05-16,schoolsweek,ed_journalism
485,2023-05-16,gov,gov_inst
486,2023-05-17,schoolsweek,ed_journalism
487,2023-05-17,fft,ed_res_org
488,2023-05-17,gov,gov_inst
489,2023-05-17,nuffield,think_tank
490,2023-05-17,schoolsweek,ed_journalism
491,2023-05-18,schoolsweek,ed_journalism
492,2023-05-18,schoolsweek,ed_journalism
493,2023-05-18,schoolsweek,ed_journalism
494,2023-05-18,gov,gov_inst
495,2023-05-18,gov,gov_inst
496,2023-05-18,fft,ed_res_org
497,2023-05-18,gov,gov_inst
498,2023-05-18,schoolsweek,ed_journalism
499,2023-05-18,schoolsweek,ed_journalism
500,2023-05-18,schoolsweek,ed_journalism
501,2023-05-18,schoolsweek,ed_journalism
502,2023-05-19,schoolsweek,ed_journalism
503,2023-05-19,schoolsweek,ed_journalism
504,2023-05-19,schoolsweek,ed_journalism
505,2023-05-19,schoolsweek,ed_journalism
506,2023-05-19,epi,think_tank
507,2023-05-20,epi,think_tank
508,2023-05-20,schoolsweek,ed_journalism
509,2023-05-21,schoolsweek,ed_journalism
510,2023-05-22,schoolsweek,ed_journalism
511,2023-05-22,schoolsweek,ed_journalism
512,2023-05-22,schoolsweek,ed_journalism
513,2023-05-22,gov,gov_inst
514,2023-05-22,schoolsweek,ed_journalism
515,2023-05-23,schoolsweek,ed_journalism
516,2023-05-23,schoolsweek,ed_journalism
517,2023-05-23,gov,gov_inst
518,2023-05-23,schoolsweek,ed_journalism
519,2023-05-24,gov,gov_inst
520,2023-05-24,gov,gov_inst
521,2023-05-24,gov,gov_inst
522,2023-05-24,nuffield,think_tank
523,2023-05-24,schoolsweek,ed_journalism
524,2023-05-24,schoolsweek,ed_journalism
525,2023-05-25,schoolsweek,ed_journalism
526,2023-05-25,schoolsweek,ed_journalism
527,2023-05-25,schoolsweek,ed_journalism
528,2023-05-25,schoolsweek,ed_journalism
529,2023-05-25,schoolsweek,ed_journalism
530,2023-05-25,nuffield,think_tank
531,2023-05-26,schoolsweek,ed_journalism
532,2023-05-26,schoolsweek,ed_journalism
533,2023-05-26,schoolsweek,ed_journalism
534,2023-05-26,schoolsweek,ed_journalism
535,2023-05-26,schoolsweek,ed_journalism
536,2023-05-27,schoolsweek,ed_journalism
537,2023-05-27,schoolsweek,ed_journalism
538,2023-05-28,schoolsweek,ed_journalism
539,2023-05-29,schoolsweek,ed_journalism
540,2023-05-30,schoolsweek,ed_journalism
541,2023-05-30,schoolsweek,ed_journalism
542,2023-05-31,schoolsweek,ed_journalism
543,2023-05-31,schoolsweek,ed_journalism
544,2023-05-31,nuffield,think_tank
545,2023-05-31,gov,gov_inst
546,2023-05-31,gov,gov_inst
547,2023-05-31,schoolsweek,ed_journalism
548,2023-06-01,schoolsweek,ed_journalism
549,2023-06-01,gov,gov_inst
550,2023-06-01,schoolsweek,ed_journalism
551,2023-06-02,schoolsweek,ed_journalism
552,2023-06-05,gov,gov_inst
553,2023-06-05,gov,gov_inst
554,2023-06-05,schoolsweek,ed_journalism
555,2023-06-05,fft,ed_res_org
556,2023-06-06,schoolsweek,ed_journalism
557,2023-06-06,schoolsweek,ed_journalism
558,2023-06-06,schoolsweek,ed_journalism
559,2023-06-06,schoolsweek,ed_journalism
560,2023-06-07,nuffield,think_tank
561,2023-06-07,fed,prof_body
562,2023-06-07,gov,gov_inst
563,2023-06-07,gov,gov_inst
564,2023-06-07,schoolsweek,ed_journalism
565,2023-06-07,gov,gov_inst
566,2023-06-07,schoolsweek,ed_journalism
567,2023-06-07,schoolsweek,ed_journalism
568,2023-06-07,schoolsweek,ed_journalism
569,2023-06-07,schoolsweek,ed_journalism
570,2023-06-08,schoolsweek,ed_journalism
571,2023-06-08,schoolsweek,ed_journalism
572,2023-06-08,schoolsweek,ed_journalism
573,2023-06-08,schoolsweek,ed_journalism
574,2023-06-08,gov,gov_inst
575,2023-06-08,schoolsweek,ed_journalism
576,2023-06-08,schoolsweek,ed_journalism
577,2023-06-08,schoolsweek,ed_journalism
578,2023-06-08,schoolsweek,ed_journalism
579,2023-06-08,schoolsweek,ed_journalism
580,2023-06-08,gov,gov_inst
581,2023-06-09,schoolsweek,ed_journalism
582,2023-06-09,schoolsweek,ed_journalism
583,2023-06-10,nuffield,think_tank
584,2023-06-10,nuffield,think_tank
585,2023-06-11,schoolsweek,ed_journalism
586,2023-06-11,nuffield,think_tank
587,2023-06-12,gov,gov_inst
588,2023-06-12,schoolsweek,ed_journalism
589,2023-06-12,schoolsweek,ed_journalism
590,2023-06-12,schoolsweek,ed_journalism
591,2023-06-12,schoolsweek,ed_journalism
592,2023-06-12,schoolsweek,ed_journalism
593,2023-06-12,schoolsweek,ed_journalism
594,2023-06-12,nuffield,think_tank
595,2023-06-13,epi,think_tank
596,2023-06-13,schoolsweek,ed_journalism
597,2023-06-13,gov,gov_inst
598,2023-06-13,fft,ed_res_org
599,2023-06-13,schoolsweek,ed_journalism
600,2023-06-14,schoolsweek,ed_journalism
601,2023-06-14,schoolsweek,ed_journalism
602,2023-06-14,schoolsweek,ed_journalism
603,2023-06-14,gov,gov_inst
604,2023-06-14,gov,gov_inst
605,2023-06-14,gov,gov_inst
606,2023-06-15,schoolsweek,ed_journalism
607,2023-06-15,epi,think_tank
608,2023-06-15,gov,gov_inst
609,2023-06-15,fft,ed_res_org
610,2023-06-15,schoolsweek,ed_journalism
611,2023-06-15,schoolsweek,ed_journalism
612,2023-06-15,schoolsweek,ed_journalism
613,2023-06-16,schoolsweek,ed_journalism
614,2023-06-16,schoolsweek,ed_journalism
615,2023-06-16,fft,ed_res_org
616,2023-06-16,schoolsweek,ed_journalism
617,2023-06-16,schoolsweek,ed_journalism
618,2023-06-16,schoolsweek,ed_journalism
619,2023-06-16,schoolsweek,ed_journalism
620,2023-06-16,gov,gov_inst
621,2023-06-17,schoolsweek,ed_journalism
622,2023-06-17,schoolsweek,ed_journalism
623,2023-06-18,schoolsweek,ed_journalism
624,2023-06-19,schoolsweek,ed_journalism
625,2023-06-19,schoolsweek,ed_journalism
626,2023-06-19,schoolsweek,ed_journalism
627,2023-06-19,gov,gov_inst
628,2023-06-20,schoolsweek,ed_journalism
629,2023-06-20,schoolsweek,ed_journalism
630,2023-06-21,gov,gov_inst
631,2023-06-21,epi,think_tank
632,2023-06-21,gov,gov_inst
633,2023-06-21,schoolsweek,ed_journalism
634,2023-06-21,schoolsweek,ed_journalism
635,2023-06-22,schoolsweek,ed_journalism
636,2023-06-22,schoolsweek,ed_journalism
637,2023-06-22,gov,gov_inst
638,2023-06-22,gov,gov_inst
639,2023-06-22,gov,gov_inst
640,2023-06-23,schoolsweek,ed_journalism
641,2023-06-23,schoolsweek,ed_journalism
642,2023-06-23,schoolsweek,ed_journalism
643,2023-06-23,schoolsweek,ed_journalism
644,2023-06-23,schoolsweek,ed_journalism
645,2023-06-24,schoolsweek,ed_journalism
